 5 Pix  0  0
 5 Pix  0  1
 3 Pix  0  2
 8 Pix  0  3
 2 Pix  0  4
 5 Pix  0  5
 5 Pix  0  6
 2 Pix  0  7
 2 Pix  0  8
 7 Pix  0  9
10 Pix  0 10
 3 Pix  0 11
 5 Pix  0 12
 3 Pix  0 13
 6 Pix  0 14
 6 Pix  0 15
 3 Pix  0 16
 4 Pix  0 17
 4 Pix  0 18
 7 Pix  0 19
 3 Pix  0 20
 9 Pix  0 21
 2 Pix  0 22
 0 Pix  0 23
 6 Pix  0 24
 8 Pix  0 25
 5 Pix  0 26
 4 Pix  0 27
 3 Pix  0 28
 7 Pix  0 29
 6 Pix  0 30
 5 Pix  0 31
10 Pix  0 32
 6 Pix  0 33
 0 Pix  0 34
10 Pix  0 35
 5 Pix  0 36
 3 Pix  0 37
10 Pix  0 38
 3 Pix  0 39
 4 Pix  0 40
 7 Pix  0 41
 3 Pix  0 42
 7 Pix  0 43
 7 Pix  0 44
 3 Pix  0 45
 6 Pix  0 46
11 Pix  0 47
10 Pix  0 48
 3 Pix  0 49
 8 Pix  0 50
 3 Pix  0 51
 7 Pix  0 52
 1 Pix  0 53
 6 Pix  0 54
 4 Pix  0 55
 5 Pix  0 56
 7 Pix  0 57
 4 Pix  0 58
 5 Pix  0 59
 3 Pix  0 60
 4 Pix  0 61
 5 Pix  0 62
 2 Pix  0 63
 6 Pix  0 64
 3 Pix  0 65
 8 Pix  0 66
 8 Pix  0 67
 5 Pix  0 68
 1 Pix  0 69
 4 Pix  0 70
11 Pix  0 71
 7 Pix  0 72
 4 Pix  0 73
 8 Pix  0 74
 4 Pix  0 75
 8 Pix  0 76
11 Pix  0 77
 6 Pix  0 78
 5 Pix  0 79
 7 Pix  1  0
 4 Pix  1  1
 5 Pix  1  2
 5 Pix  1  3
 7 Pix  1  4
 6 Pix  1  5
 4 Pix  1  6
 7 Pix  1  7
 3 Pix  1  8
 4 Pix  1  9
 1 Pix  1 10
 2 Pix  1 11
 7 Pix  1 12
 2 Pix  1 13
 7 Pix  1 14
 3 Pix  1 15
 4 Pix  1 16
 7 Pix  1 17
11 Pix  1 18
10 Pix  1 19
 7 Pix  1 20
10 Pix  1 21
 9 Pix  1 22
 6 Pix  1 23
 5 Pix  1 24
 9 Pix  1 25
10 Pix  1 26
 7 Pix  1 27
 4 Pix  1 28
 5 Pix  1 29
 8 Pix  1 30
12 Pix  1 31
 6 Pix  1 32
 8 Pix  1 33
 7 Pix  1 34
 7 Pix  1 35
 3 Pix  1 36
 8 Pix  1 37
 5 Pix  1 38
 6 Pix  1 39
 4 Pix  1 40
 6 Pix  1 41
 4 Pix  1 42
10 Pix  1 43
 6 Pix  1 44
 7 Pix  1 45
 5 Pix  1 46
10 Pix  1 47
 5 Pix  1 48
 9 Pix  1 49
 4 Pix  1 50
 3 Pix  1 51
 3 Pix  1 52
10 Pix  1 53
 3 Pix  1 54
 6 Pix  1 55
 6 Pix  1 56
 5 Pix  1 57
 8 Pix  1 58
 5 Pix  1 59
 4 Pix  1 60
 7 Pix  1 61
 8 Pix  1 62
 9 Pix  1 63
 6 Pix  1 64
 9 Pix  1 65
 5 Pix  1 66
 9 Pix  1 67
 3 Pix  1 68
 4 Pix  1 69
 0 Pix  1 70
 5 Pix  1 71
 8 Pix  1 72
 5 Pix  1 73
 9 Pix  1 74
 9 Pix  1 75
 3 Pix  1 76
 3 Pix  1 77
 1 Pix  1 78
 3 Pix  1 79
 2 Pix  2  0
 3 Pix  2  1
 3 Pix  2  2
 1 Pix  2  3
 2 Pix  2  4
 0 Pix  2  5
 4 Pix  2  6
 5 Pix  2  7
 6 Pix  2  8
 2 Pix  2  9
 6 Pix  2 10
 7 Pix  2 11
 6 Pix  2 12
 5 Pix  2 13
 2 Pix  2 14
 4 Pix  2 15
 6 Pix  2 16
 8 Pix  2 17
 7 Pix  2 18
11 Pix  2 19
 5 Pix  2 20
 5 Pix  2 21
 5 Pix  2 22
 6 Pix  2 23
 2 Pix  2 24
 4 Pix  2 25
 5 Pix  2 26
 9 Pix  2 27
 7 Pix  2 28
 3 Pix  2 29
 6 Pix  2 30
 7 Pix  2 31
 8 Pix  2 32
 1 Pix  2 33
 5 Pix  2 34
 6 Pix  2 35
 2 Pix  2 36
 4 Pix  2 37
 6 Pix  2 38
 8 Pix  2 39
 9 Pix  2 40
 6 Pix  2 41
 4 Pix  2 42
 7 Pix  2 43
 6 Pix  2 44
 7 Pix  2 45
 6 Pix  2 46
 1 Pix  2 47
 2 Pix  2 48
 7 Pix  2 49
 9 Pix  2 50
12 Pix  2 51
 3 Pix  2 52
 7 Pix  2 53
 7 Pix  2 54
 4 Pix  2 55
 9 Pix  2 56
 6 Pix  2 57
 5 Pix  2 58
 8 Pix  2 59
 6 Pix  2 60
 4 Pix  2 61
 6 Pix  2 62
 8 Pix  2 63
 4 Pix  2 64
 4 Pix  2 65
 4 Pix  2 66
 6 Pix  2 67
 4 Pix  2 68
 2 Pix  2 69
 6 Pix  2 70
 3 Pix  2 71
 5 Pix  2 72
 6 Pix  2 73
 4 Pix  2 74
 6 Pix  2 75
 2 Pix  2 76
 4 Pix  2 77
 7 Pix  2 78
 4 Pix  2 79
 3 Pix  3  0
 5 Pix  3  1
 4 Pix  3  2
 2 Pix  3  3
 0 Pix  3  4
 9 Pix  3  5
 5 Pix  3  6
 5 Pix  3  7
 8 Pix  3  8
 7 Pix  3  9
 3 Pix  3 10
 7 Pix  3 11
 3 Pix  3 12
 7 Pix  3 13
 6 Pix  3 14
 2 Pix  3 15
 7 Pix  3 16
 3 Pix  3 17
 6 Pix  3 18
 9 Pix  3 19
 6 Pix  3 20
 5 Pix  3 21
 5 Pix  3 22
 6 Pix  3 23
 8 Pix  3 24
 5 Pix  3 25
 3 Pix  3 26
 4 Pix  3 27
 8 Pix  3 28
 6 Pix  3 29
 8 Pix  3 30
 6 Pix  3 31
 6 Pix  3 32
 4 Pix  3 33
10 Pix  3 34
 6 Pix  3 35
10 Pix  3 36
 7 Pix  3 37
 7 Pix  3 38
 3 Pix  3 39
 5 Pix  3 40
 6 Pix  3 41
 5 Pix  3 42
 5 Pix  3 43
 8 Pix  3 44
 7 Pix  3 45
 6 Pix  3 46
 3 Pix  3 47
 7 Pix  3 48
 5 Pix  3 49
 9 Pix  3 50
 8 Pix  3 51
10 Pix  3 52
 9 Pix  3 53
 9 Pix  3 54
 5 Pix  3 55
 4 Pix  3 56
 7 Pix  3 57
 6 Pix  3 58
 8 Pix  3 59
 7 Pix  3 60
11 Pix  3 61
 8 Pix  3 62
 9 Pix  3 63
 8 Pix  3 64
 4 Pix  3 65
 7 Pix  3 66
 5 Pix  3 67
 7 Pix  3 68
 6 Pix  3 69
 8 Pix  3 70
 6 Pix  3 71
 6 Pix  3 72
 7 Pix  3 73
 7 Pix  3 74
 7 Pix  3 75
 6 Pix  3 76
 3 Pix  3 77
 3 Pix  3 78
 9 Pix  3 79
 2 Pix  4  0
 4 Pix  4  1
 8 Pix  4  2
 3 Pix  4  3
 4 Pix  4  4
 4 Pix  4  5
 2 Pix  4  6
 4 Pix  4  7
 6 Pix  4  8
 7 Pix  4  9
 5 Pix  4 10
 4 Pix  4 11
 2 Pix  4 12
 7 Pix  4 13
 7 Pix  4 14
 7 Pix  4 15
11 Pix  4 16
 6 Pix  4 17
 4 Pix  4 18
 4 Pix  4 19
 6 Pix  4 20
 5 Pix  4 21
 6 Pix  4 22
 6 Pix  4 23
 8 Pix  4 24
 6 Pix  4 25
 8 Pix  4 26
 8 Pix  4 27
 5 Pix  4 28
 7 Pix  4 29
 7 Pix  4 30
 7 Pix  4 31
 4 Pix  4 32
10 Pix  4 33
 9 Pix  4 34
 8 Pix  4 35
 8 Pix  4 36
 4 Pix  4 37
 5 Pix  4 38
 8 Pix  4 39
10 Pix  4 40
11 Pix  4 41
 3 Pix  4 42
 8 Pix  4 43
 7 Pix  4 44
 8 Pix  4 45
 6 Pix  4 46
 7 Pix  4 47
 6 Pix  4 48
 4 Pix  4 49
 7 Pix  4 50
10 Pix  4 51
 2 Pix  4 52
 7 Pix  4 53
 6 Pix  4 54
 5 Pix  4 55
 2 Pix  4 56
 6 Pix  4 57
 6 Pix  4 58
10 Pix  4 59
 4 Pix  4 60
 5 Pix  4 61
 6 Pix  4 62
 4 Pix  4 63
 6 Pix  4 64
 4 Pix  4 65
 6 Pix  4 66
 6 Pix  4 67
 5 Pix  4 68
 4 Pix  4 69
 9 Pix  4 70
 1 Pix  4 71
 7 Pix  4 72
 9 Pix  4 73
 6 Pix  4 74
10 Pix  4 75
 6 Pix  4 76
 5 Pix  4 77
 3 Pix  4 78
 3 Pix  4 79
 7 Pix  5  0
 6 Pix  5  1
 8 Pix  5  2
 3 Pix  5  3
 7 Pix  5  4
 2 Pix  5  5
 4 Pix  5  6
 7 Pix  5  7
 6 Pix  5  8
 3 Pix  5  9
 6 Pix  5 10
 3 Pix  5 11
 3 Pix  5 12
 7 Pix  5 13
 6 Pix  5 14
 4 Pix  5 15
 8 Pix  5 16
 3 Pix  5 17
 4 Pix  5 18
 5 Pix  5 19
 4 Pix  5 20
 7 Pix  5 21
 7 Pix  5 22
 6 Pix  5 23
 5 Pix  5 24
 9 Pix  5 25
 5 Pix  5 26
 6 Pix  5 27
 4 Pix  5 28
 6 Pix  5 29
 5 Pix  5 30
 2 Pix  5 31
 7 Pix  5 32
 6 Pix  5 33
 7 Pix  5 34
 4 Pix  5 35
 9 Pix  5 36
 3 Pix  5 37
 5 Pix  5 38
 5 Pix  5 39
 8 Pix  5 40
 8 Pix  5 41
 7 Pix  5 42
 6 Pix  5 43
 7 Pix  5 44
 5 Pix  5 45
 5 Pix  5 46
10 Pix  5 47
 7 Pix  5 48
 4 Pix  5 49
 7 Pix  5 50
 3 Pix  5 51
 5 Pix  5 52
 5 Pix  5 53
 2 Pix  5 54
 7 Pix  5 55
 8 Pix  5 56
 5 Pix  5 57
 6 Pix  5 58
 8 Pix  5 59
 6 Pix  5 60
 4 Pix  5 61
 3 Pix  5 62
 8 Pix  5 63
 6 Pix  5 64
 5 Pix  5 65
 9 Pix  5 66
 5 Pix  5 67
 8 Pix  5 68
 3 Pix  5 69
 6 Pix  5 70
 2 Pix  5 71
 5 Pix  5 72
 7 Pix  5 73
 6 Pix  5 74
 5 Pix  5 75
 2 Pix  5 76
 7 Pix  5 77
 3 Pix  5 78
 6 Pix  5 79
 5 Pix  6  0
 0 Pix  6  1
 3 Pix  6  2
 3 Pix  6  3
 1 Pix  6  4
 2 Pix  6  5
10 Pix  6  6
 4 Pix  6  7
 9 Pix  6  8
 7 Pix  6  9
 4 Pix  6 10
 7 Pix  6 11
10 Pix  6 12
 9 Pix  6 13
 3 Pix  6 14
 9 Pix  6 15
 6 Pix  6 16
 7 Pix  6 17
 5 Pix  6 18
12 Pix  6 19
 7 Pix  6 20
 6 Pix  6 21
 4 Pix  6 22
 9 Pix  6 23
 6 Pix  6 24
 7 Pix  6 25
 6 Pix  6 26
 5 Pix  6 27
 8 Pix  6 28
 5 Pix  6 29
 8 Pix  6 30
 7 Pix  6 31
 4 Pix  6 32
 5 Pix  6 33
 4 Pix  6 34
 8 Pix  6 35
 8 Pix  6 36
 8 Pix  6 37
 4 Pix  6 38
 8 Pix  6 39
 4 Pix  6 40
 6 Pix  6 41
 4 Pix  6 42
 7 Pix  6 43
 3 Pix  6 44
11 Pix  6 45
10 Pix  6 46
 8 Pix  6 47
 8 Pix  6 48
 8 Pix  6 49
 6 Pix  6 50
 9 Pix  6 51
